customer id,age_group,gender,cheeseburger,bacon burger,chili cheese ,blue cheese mushroom,double cheese,double bacon,crispy chicken,vegan burger,revenue
" 7,593,487,765 ",not specified,Male,,61 ,,,,,,,61 
" 7,648,669,363 ",20 - 29 years,Female,,,,,30 ,,,,30 
" 7,750,113,360 ",not specified,Female,,,,,90 ,,,80 ,170 
" 7,970,451,359 ",not specified,Female,,,44 ,96 ,,,,,140 
" 7,994,652,990 ",60 years,Female,,,,,20 ,,,32 ,52 
" 8,001,977,045 ",60 years,Female,20 ,,,,,,,,20 
" 8,026,519,124 ",60 years,Female,,,,,,,19 ,,19 
" 8,052,416,610 ",40 - 49 years,Male,,81 ,,,,,,,81 
" 8,075,527,916 ",not specified,Female,,,,,,,25 ,,25 
" 8,155,862,669 ",not specified,Male,52 ,,,,60 ,,,,112 
" 8,189,316,976 ",40 - 49 years,Female,28 ,,,,,,,,28 
" 8,305,148,358 ",30 - 39 years,Female,54 ,,,,,,,,54 
" 8,396,561,576 ",40 - 49 years,Female,,,,18 ,,,,,18 
" 8,401,298,676 ",40 - 49 years,Female,80 ,,,,,,,,80 
" 8,513,287,605 ",not specified,Female,,,,,62 ,,,,62 
" 8,513,891,518 ",not specified, ,38 ,,,,,,,,38 
" 8,577,575,514 ",20 - 29 years,Female,,,,,42 ,,,,42 
" 8,610,429,675 ",not specified,Female,,,31 ,,,,,,31 
" 8,649,146,361 ",30 - 39 years,Female,,,,90 ,,,,,90 
" 8,651,836,432 ",not specified,Female,55 ,,,,,,,,55 
" 8,753,348,529 ",20 - 29 years,Female,,,,,52 ,,,,52 
" 8,774,476,259 ",not specified,Female,9 ,,,,,,,,9 
" 8,810,300,760 ",not specified,Female,,,,,51 ,,,,51 
" 8,903,085,489 ",20 - 29 years,Female,71 ,,,,,,,,71 
" 8,907,324,806 ",40 - 49 years,Female,72 ,,,,,,,,72 
" 9,103,474,491 ",20 - 29 years,Female,26 ,,,,,,,,26 
" 9,235,552,978 ",40 - 49 years,Female,,,,28 ,,,,,28 
" 9,281,344,135 ",not specified, ,,,,35 ,,,,,35 
" 9,288,325,369 ",20 - 29 years,Female,,40 ,,,,,,,40 
" 9,335,384,852 ",not specified,Female,90 ,,,,,,,,90 
" 9,654,837,490 ",30 - 39 years,Female,,38 ,,,,,,,38 
" 9,697,764,935 ",not specified,Female,,,,19 ,,20 ,,,39 
" 9,716,869,874 ",not specified,Female,51 ,,,,,,,,51 
" 9,753,678,295 ",50 - 59 years,Female,,,,,,,33 ,,33 
" 9,787,897,716 ",40 - 49 years,Female,,60 ,,,100 ,,,,160 
" 9,793,039,199 ",not specified,Female,78 ,20 ,,,,,,,98 
" 9,804,422,424 ",40 - 49 years,Female,,,,,69 ,,,,69 
" 9,817,418,211 ",20 - 29 years,Female,,,,48 ,,,,,48 
" 9,851,340,565 ",not specified,Female,,,,,30 ,,,,30 
" 9,887,000,946 ",30 - 39 years,Female,48 ,,,,78 ,,,,126 
" 9,913,175,899 ",30 - 39 years,Female,,,,,,,,56 ,56 
" 9,949,786,642 ",not specified,Male,,,,,95 ,,,,95 
" 9,950,198,079 ",30 - 39 years,Female,,,,,27 ,,,,27 
" 9,966,756,328 ",50 - 59 years,Female,,,,,,83 ,,,83 
" 9,968,606,553 ",40 - 49 years,Female,56 ,,,,,,,,56 
" 10,054,748,566 ",30 - 39 years,Female,17 ,,,,,,,,17 
" 10,137,116,802 ",50 - 59 years,Female,40 ,,16 ,,,,,,56 
" 10,154,691,489 ",30 - 39 years,Male,22 ,,,,,,,,22 
" 10,175,067,790 ",30 - 39 years,Female,,,,15 ,,,,,15 
" 10,216,823,084 ",40 - 49 years,Female,,,,,,80 ,,,80 
" 10,265,021,594 ",20 - 29 years,Male,,,40 ,,,,,,40 
" 10,274,115,874 ",40 - 49 years,Female,42 ,41 ,,,,,,,83 
" 10,351,210,198 ",not specified,Female,,,,33 ,,,,,33 
" 10,368,121,270 ",not specified,Male,41 ,,,,,,,,41 
" 10,561,386,111 ",not specified,Male,26 ,,,,,,,,26 
" 10,571,518,449 ",40 - 49 years,Female,,,,,85 ,,,,85 
" 10,586,609,419 ",not specified,Female,,,22 ,,,,,,22 
" 10,787,053,815 ",30 - 39 years,Female,38 ,,,,,,,,38 
" 10,879,145,173 ",not specified,Female,72 ,,,,,,,,72 
" 10,977,715,959 ",not specified,Male,62 ,,,,,,,,62 
" 11,027,887,044 ",30 - 39 years,Female,,,,,,40 ,,100 ,140 
" 11,028,274,920 ",not specified,Female,45 ,,,,,,,,45 
" 11,062,224,043 ",not specified, ,,,,,91 ,,,,91 
" 11,105,562,735 ",not specified,Female,,,,29 ,,,,,29 
" 11,147,812,202 ",not specified,Female,9 ,,,,,,,,9 
" 11,166,075,868 ",not specified,Female,89 ,,,,,,,,89 
" 11,304,174,555 ",50 - 59 years,Female,35 ,,,,25 ,,,,60 
" 11,322,301,171 ",20 - 29 years,Female,,,,44 ,,,,,44 
" 11,380,419,956 ",not specified,Female,16 ,,,,,,,,16 
" 11,421,801,825 ",not specified,Female,,,,,,,20 ,,20 
" 11,479,339,317 ",30 - 39 years,Female,44 ,,,22 ,,,,,67 
" 11,491,665,719 ",not specified, ,,,,,50 ,,,,50 
" 11,521,141,735 ",30 - 39 years,Male,20 ,,,,,,,,20 
" 11,548,550,584 ",20 - 29 years,Female,,,,,25 ,,,,25 
" 11,601,045,530 ",not specified, ,,48 ,,,,,,,48 
" 11,604,683,370 ",not specified,Male,,70 ,,,,,,,70 
" 11,610,202,401 ",not specified,Female,80 ,,,,,,,,80 
" 11,905,613,353 ",30 - 39 years,Female,,,,,70 ,,,,70 
" 11,913,678,406 ",40 - 49 years,Male,,,24 ,,,,,,24 
" 11,946,794,981 ",not specified,Male,15 ,,,,,,,,15 
" 12,002,310,833 ",not specified,Male,,,,,,49 ,,,49 
" 12,115,672,328 ",50 - 59 years,Male,,,,,39 ,,,,39 
" 12,167,871,246 ",20 - 29 years,Female,25 ,,,,,,,,25 
" 12,175,675,834 ",not specified,Female,,,,,,71 ,,,71 
" 12,248,460,681 ",40 - 49 years,Female,,60 ,,,,,,,60 
" 12,272,889,212 ",40 - 49 years,Female,,85 ,,,,,,,85 
" 12,297,510,024 ",50 - 59 years,Female,,,,,50 ,,,,50 
" 12,299,196,733 ",not specified,Female,100 ,,,,,,,,100 
" 12,307,274,709 ",40 - 49 years,Female,,,,,27 ,,,,27 
" 12,362,198,281 ",not specified,Male,,,,,34 ,,,,34 
" 12,362,635,181 ",30 - 39 years,Female,,86 ,,,,,,,86 
" 12,486,851,799 ",not specified,Female,66 ,,,,,,,,66 
" 12,562,512,020 ",40 - 49 years,Female,,,,,35 ,,,,35 
" 12,644,870,267 ",50 - 59 years,Female,,,60 ,,,,,,60 
" 12,728,918,204 ",not specified,Male,97 ,,,25 ,,,,,122 
" 12,778,468,878 ",40 - 49 years,Female,63 ,,,,,,,,63 
" 12,796,002,550 ",not specified,Female,,60 ,,,,,,,60 
" 12,799,267,577 ",not specified,Female,26 ,,,,,,,,26 
" 12,897,079,176 ",50 - 59 years,Female,38 ,,,,,,,,38 
" 12,933,098,142 ",not specified,Female,,,,,,,19 ,,19 
" 13,020,588,143 ",not specified,Male,75 ,,,8 ,,,,,83 
" 13,104,141,825 ",not specified,Female,,,,,70 ,,,,70 
" 13,249,900,135 ",30 - 39 years,Female,,,,,,30 ,,,30 
" 13,325,862,253 ",not specified,Female,,,,,,75 ,,,75 
" 13,348,457,019 ",not specified,Male,,,,,,,14 ,,14 
" 13,365,062,613 ",30 - 39 years,Female,,64 ,,,,,,,64 
" 13,399,838,368 ",20 - 29 years,Male,,,,,77 ,,,,77 
" 13,508,978,185 ",30 - 39 years,Female,,44 ,,,,,,,44 
" 13,592,624,546 ",30 - 39 years,Female,28 ,,,,,,,,28 
" 13,693,364,416 ",30 - 39 years,Female,,,44 ,,,,,,44 
" 13,740,709,323 ",not specified,Female,,,,25 ,,,,,25 
" 13,980,612,556 ",30 - 39 years,Female,24 ,,,22 ,,,,,46 
" 14,041,445,314 ",not specified,Female,,,,,60 ,,,,60 
" 14,076,892,759 ",not specified,Male,,,,,,,42 ,,42 
" 14,149,565,744 ",not specified,Female,,,,,,,19 ,,19 
" 14,193,104,964 ",not specified,Male,17 ,,,,,,,,17 
" 14,197,244,900 ",not specified, ,,,,,,57 ,,,57 
" 14,298,959,835 ",not specified,Male,44 ,,,,34 ,,,,78 
" 14,377,109,961 ",not specified,Male,,,,,,90 ,,,90 
" 14,401,099,015 ",20 - 29 years,Female,30 ,,,,,,,,30 
" 14,528,319,356 ",50 - 59 years,Female,93 ,,,,,,16 ,,109 
" 14,534,211,330 ",not specified,Female,,,,,25 ,,,,25 
" 14,550,967,200 ",30 - 39 years,Male,,,,,,100 ,,,100 
" 14,586,340,653 ",not specified,Female,,,,25 ,,,,,25 
" 14,601,283,047 ",not specified,Female,,,,14 ,,,,,14 
" 14,634,674,139 ",not specified,Female,,,,,42 ,,36 ,,78 
" 14,645,396,812 ",not specified, ,79 ,71 ,,,,,,,150 
" 14,658,529,589 ",20 - 29 years,Female,88 ,,,,,,,,88 
" 14,669,243,450 ",30 - 39 years,Female,87 ,,,,,,,,87 
" 14,759,545,927 ",20 - 29 years,Female,,27 ,,,,,,,27 
" 14,812,254,143 ",30 - 39 years,Female,,,,,,36 ,,,36 
" 14,859,640,415 ",20 - 29 years,Female,84 ,,,,,,,,84 
" 14,872,743,624 ",not specified,Male,,,,,,,28 ,,28 
" 14,882,300,357 ",40 - 49 years,Female,,,,,52 ,,,,52 
" 14,929,378,317 ",40 - 49 years,Female,,,,93 ,,,,,93 
" 14,960,442,958 ",not specified,Female,56 ,,,,,,,,56 
" 14,978,059,470 ",20 - 29 years,Female,,,,15 ,,,,,15 
" 14,995,546,196 ",not specified,Female,78 ,,,26 ,,,,,104 
" 15,007,588,261 ",60 years,Female,23 ,,,,,,,,23 
" 15,080,470,917 ",30 - 39 years,Female,,,,,,,24 ,,24 
" 15,112,999,260 ",not specified,Female,,,,,57 ,,,27 ,83 
" 15,138,117,420 ",not specified,Female,,,,,56 ,,,,56 
" 15,170,952,076 ",not specified,Female,97 ,,,,,,,,97 
" 15,179,224,799 ",20 - 29 years,Female,,,,,60 ,,,,60 
" 15,202,033,776 ",not specified,Female,40 ,,,,52 ,,,,92 
" 15,212,064,008 ",not specified,Female,,22 ,,,,,,,22 
" 15,282,944,877 ",not specified, ,17 ,,,,,,,,17 
" 15,304,647,975 ",not specified,Male,90 ,,,,,,,,90 
" 15,309,949,526 ",20 - 29 years,Female,89 ,,,,,,,,89 
" 15,342,294,013 ",20 - 29 years,Female,,,,13 ,,,,,13 
" 15,353,611,526 ",30 - 39 years,Female,,,7 ,,,,,,7 
" 15,408,267,401 ",30 - 39 years,Female,,,,,38 ,,,,38 
" 15,488,049,612 ",not specified,Female,,40 ,,44 ,,,,,84 
" 15,527,137,333 ",50 - 59 years,Female,,,,,,77 ,,,77 
" 15,618,121,571 ",not specified,Female,38 ,,,,,,,,38 
" 15,629,753,307 ",not specified,Female,,,,,,,19 ,,19 
" 15,792,789,919 ",not specified,Male,70 ,,,,,,,,70 
" 15,830,335,549 ",not specified,Male,,96 ,,,,,,,96 
" 15,879,872,500 ",40 - 49 years,Female,,46 ,,,,,,,46 
" 15,889,712,289 ",40 - 49 years,Female,40 ,,,37 ,,,,,76 
" 15,927,810,769 ",not specified,Female,,83 ,,,,,,,83 
" 15,950,243,209 ",not specified,Male,,,100 ,,,,,,100 
" 15,961,000,016 ",not specified,Male,,96 ,,,,,,,96 
" 15,983,591,211 ",not specified,Female,,,,,,20 ,,,20 
" 16,001,376,626 ",40 - 49 years,Female,35 ,,,,,90 ,,,125 
" 16,102,578,823 ",not specified,Male,20 ,,,,,,,,20 
" 16,111,996,489 ",not specified,Male,,,,27 ,,60 ,,,87 
" 16,125,743,453 ",not specified,Female,,32 ,,,,,,,32 
" 16,132,070,741 ",40 - 49 years,Female,20 ,,,,,,,,20 
" 16,203,087,480 ",60 years,Female,75 ,,,,,,,,75 
" 16,273,511,281 ",30 - 39 years,Female,,,26 ,,,,,,26 
" 16,278,060,224 ",not specified,Female,,,,28 ,,,,,28 
" 16,357,069,891 ",not specified,Female,,,,,,40 ,,,40 
" 16,427,962,235 ",20 - 29 years,Female,,,,17 ,,,,,17 
" 16,587,282,292 ",20 - 29 years,Female,40 ,,,,,,,,40 
" 16,637,810,783 ",20 - 29 years,Female,,,,,,28 ,,,28 
" 16,664,419,065 ",30 - 39 years,Female,,,,,21 ,,30 ,,51 
" 16,702,457,775 ",not specified,Female,,,,16 ,,,,,16 
" 16,709,408,589 ",20 - 29 years,Female,,,25 ,,,,,,25 
" 16,721,273,662 ",40 - 49 years,Female,,,25 ,,,,,,25 
" 16,723,312,568 ",not specified,Female,,,,,88 ,,,,88 
" 16,732,464,224 ",not specified,Male,,,,,96 ,52 ,,,148 
" 16,740,821,559 ",not specified,Male,90 ,,,46 ,,,22 ,,158 
" 16,790,735,155 ",20 - 29 years,Male,,65 ,,,,,,,65 
" 16,870,232,161 ",not specified,Male,,40 ,,,,,,,40 
" 17,096,383,015 ",not specified,Female,,,,,,,32 ,,32 
" 17,104,392,097 ",not specified,Female,,,,,55 ,,,,55 
" 17,206,827,750 ",40 - 49 years,Female,46 ,,,25 ,,,,,72 
" 17,257,118,038 ",not specified,Female,55 ,,,26 ,,,,,81 
" 17,266,892,538 ",not specified,Female,,,,,22 ,,25 ,,47 
" 17,283,480,603 ",not specified,Female,40 ,75 ,,,,,,,115 
" 17,301,296,579 ",not specified,Male,,36 ,,,,,,,36 
" 17,438,683,822 ",30 - 39 years,Female,24 ,,,,,,,,24 
" 17,474,193,817 ",40 - 49 years,Female,25 ,,,68 ,,,,,93 
" 17,486,451,337 ",not specified,Female,,,,,90 ,,,,90 
" 17,540,972,122 ",not specified,Male,52 ,,,,,,,,52 
" 17,544,449,695 ",40 - 49 years,Female,,,,13 ,,,58 ,,70 
" 17,609,224,121 ",not specified,Female,78 ,,,69 ,,,,,148 
" 17,622,226,169 ",not specified,Female,32 ,,,,,,,,32 
" 17,622,400,606 ",20 - 29 years,Male,70 ,,,,,,,,70 
" 17,653,450,331 ",not specified,Female,71 ,,,,,,,,71 
" 17,710,316,043 ",30 - 39 years,Female,,,,,,100 ,,,100 
" 17,725,161,006 ",50 - 59 years,Female,51 ,68 ,,,,,25 ,,144 
" 17,746,257,943 ",50 - 59 years, ,63 ,,,,,,,,63 
" 17,918,506,098 ",not specified,Female,,100 ,,,,,,,100 
" 17,968,457,617 ",30 - 39 years,Female,,,60 ,,,,,,60 
" 18,016,105,206 ",50 - 59 years,Female,40 ,,,,,,,,40 
" 18,019,541,471 ",40 - 49 years,Female,,,,,,,,66 ,66 
" 18,029,742,843 ",not specified,Female,,,,,39 ,,,,39 
" 18,078,952,806 ",30 - 39 years,Female,,,,,86 ,,,,86 
" 18,089,015,534 ",40 - 49 years,Female,,,,,100 ,,,,100 
" 18,225,379,776 ",not specified,Male,30 ,,,,,,,,30 
" 18,230,139,253 ",60 years,Female,76 ,,,,,,,,76 
" 18,341,626,993 ",not specified,Female,60 ,,,,,,,,60 
" 18,349,305,216 ",30 - 39 years,Female,55 ,,,,,,,,55 
" 18,389,193,535 ",30 - 39 years,Male,,,,42 ,,,,,42 
" 18,390,068,475 ",20 - 29 years,Female,,94 ,,,,,,,94 
" 18,530,524,514 ",30 - 39 years,Female,83 ,,,,,,,,83 
" 18,574,637,454 ",not specified,Male,,64 ,,,,,,,64 
" 18,648,426,647 ",50 - 59 years,Female,,,,,26 ,,,,26 
" 18,862,464,526 ",40 - 49 years,Female,,,,,,30 ,,,30 
" 18,883,014,875 ",30 - 39 years,Male,,,,40 ,,,,,40 
" 18,929,599,345 ",20 - 29 years,Female,,,,,,42 ,,,42 
" 18,941,103,748 ",not specified,Female,,,,,,60 ,,,60 
" 18,970,703,215 ",not specified,Female,55 ,,,,,,,,55 
" 18,998,340,854 ",not specified,Male,,,,34 ,,,,,34 
" 19,018,245,020 ",40 - 49 years,Male,,,,,23 ,,,,23 
" 19,046,782,092 ",50 - 59 years,Female,,,,,70 ,,,40 ,110 
" 19,076,208,419 ",not specified,Female,,40 ,,,,,,,40 
" 19,093,449,264 ",not specified,Male,,,,,,,60 ,,60 
" 19,099,759,110 ",20 - 29 years,Female,25 ,,,,,,,,25 
" 19,121,905,075 ",30 - 39 years,Male,,,,,50 ,,,,50 
" 19,126,426,059 ",60 years,Female,,,,,52 ,,,,52 
" 19,127,260,366 ",not specified,Male,,100 ,,,,,,,100 
" 19,160,413,168 ",30 - 39 years,Female,100 ,,,,,,,,100 
" 19,230,086,360 ",not specified,Male,,,,,,,,52 ,52 
" 19,288,904,344 ",30 - 39 years,Male,32 ,,,,,,,,32 
" 19,306,701,105 ",50 - 59 years,Female,95 ,,,22 ,,,,,116 
" 19,360,448,972 ",not specified,Female,15 ,,27 ,,,,,,42 
" 19,474,019,852 ",50 - 59 years,Female,56 ,,,,,,,,56 
" 19,508,787,830 ",not specified,Male,62 ,,,,,,,,62 
" 19,539,202,063 ",20 - 29 years,Female,,,,,,,44 ,,44 
" 19,649,751,823 ",50 - 59 years,Female,,,,,,92 ,,,92 
" 19,663,472,331 ",not specified,Male,,,,,27 ,,,,27 
" 19,714,486,825 ",not specified,Female,30 ,,,,40 ,,,,70 
" 19,729,586,353 ",not specified,Female,,,,,87 ,87 ,,29 ,204 
" 19,746,351,058 ",30 - 39 years,Female,,,,53 ,,,,,53 
" 19,852,242,042 ",not specified,Male,,,20 ,,,,,,20 
